id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,fare_amount
id1010603,2,2016-05-15 21:40:39,2016-05-15 22:18:23,1,-73.772792,40.646035,-73.997036,40.734344,N,2264,80.34
id1010604,2,2016-01-09 03:50:15,2016-01-09 04:01:42,1,-74.030954,40.713389,-74.000007,40.704039,Y,687,14.58
id1010605,2,2016-05-03 00:24:39,2016-05-03 00:32:21,1,-73.993662,40.739132,-73.974902,40.760437,N,462,13.17
id1010606,2,2016-04-08 20:03:13,2016-04-08 20:21:46,1,-73.969982,40.765253,-74.002362,40.72108,N,1113,22.39
id1010607,2,2016-06-26 07:20:54,2016-06-26 07:47:24,1,-74.000857,40.687233,-73.971153,40.802335,N,1590,41.89
id1010608,1,2016-01-24 18:30:34,2016-01-24 18:44:42,1,-74.00033,40.710526,-73.976081,40.74884,N,848,18.67
id1010609,2,2016-03-22 13:30:37,2016-03-22 14:29:07,6,-73.769976,40.639058,-73.997554,40.783596,N,3510,95.32
id1010610,1,2016-05-22 20:49:19,2016-05-22 21:00:07,1,-74.000299,40.748627,-73.987265,40.732196,N,648,13.32
id1010611,2,2016-04-28 20:10:55,2016-04-28 20:24:08,1,-73.976831,40.747116,-73.954345,40.785016,N,793,18.5
id1010612,1,2016-04-20 08:22:28,2016-04-20 09:07:23,5,-73.872951,40.770712,-74.031501,40.690194,N,2695,55.22
id1010613,2,2016-05-01 22:48:42,2016-05-01 23:08:30,5,-73.967748,40.747549,-73.997781,40.708689,N,1188,23.34
id1010614,1,2016-03-15 17:43:24,2016-03-15 17:56:52,3,-74.01019,40.720474,-74.015665,40.741723,N,808,15.73
id1010615,2,2016-01-31 11:32:02,2016-01-31 11:37:33,1,-74.00131,40.743006,-73.996843,40.735527,N,331,7.98
id1010616,1,2016-02-01 20:13:10,2016-02-01 20:25:17,1,-73.998544,40.734491,-73.988932,40.70661,N,727,17.14
id1010617,2,2016-02-06 00:34:13,2016-02-06 00:45:10,1,-73.928571,40.795367,-73.995566,40.764888,N,657,21.44
id1010618,2,2016-01-24 21:14:30,2016-01-24 21:23:22,2,-74.000341,40.688546,-73.969503,40.702391,N,532,15.54
id1010619,1,2016-05-10 11:31:46,2016-05-10 12:17:10,4,-73.782892,40.647444,-73.945135,40.778188,N,2724,85.94
id1010620,2,2016-04-21 06:35:44,2016-04-21 06:58:35,1,-74.01731,40.708735,-74.026722,40.757534,N,1371,25.95
id1010621,2,2016-01-15 21:21:53,2016-01-15 21:43:28,2,-74.013871,40.702408,-73.997069,40.784734,N,1295,32.91
id1010622,2,2016-06-26 20:05:38,2016-06-26 20:17:50,1,-73.997203,40.648419,-74.005677,40.68336,N,732,18.3
id1010623,2,2016-01-11 09:38:02,2016-01-11 10:07:08,1,-73.998836,40.692361,-73.988563,40.793935,N,1746,40.49
id1010624,1,2016-03-06 12:10:17,2016-03-06 12:18:02,1,-74.007171,40.696993,-74.034815,40.691219,N,465,12.64
id1010625,2,2016-06-27 10:43:33,2016-06-27 11:23:26,2,-73.977985,40.784181,-73.986695,40.700017,N,2393,39.44
id1010626,2,2016-06-20 00:25:12,2016-06-20 00:29:21,1,-73.971049,40.75582,-73.982593,40.755753,N,249,8.49
id1010627,2,2016-04-16 13:43:23,2016-04-16 14:06:58,1,-73.979866,40.73749,-73.948237,40.812799,N,1415,32.17
id1010628,2,2016-02-18 01:58:19,2016-02-18 02:14:59,1,-73.864711,40.757435,-73.974236,40.744782,N,1000,30.48
id1010629,2,2016-02-21 03:33:30,2016-02-21 03:38:34,1,-73.95804,40.788177,-73.97136,40.780173,N,304,9.42
id1010630,2,2016-03-13 04:41:08,2016-03-13 05:19:35,1,-73.988063,40.775548,-73.788373,40.633021,N,2307,88.5
id1010631,2,2016-04-23 02:50:16,2016-04-23 03:11:09,1,-73.98957,40.777294,-73.923219,40.833036,N,1253,30.28
id1010632,2,2016-02-12 09:03:07,2016-02-12 09:34:56,1,-73.922097,40.805704,-74.033243,40.735249,N,1909,42.54
id1010633,2,2016-06-02 19:56:43,2016-06-02 20:17:52,2,-73.956926,40.80059,-73.964118,40.763742,N,1269,22.86
id1010634,2,2016-06-14 16:43:16,2016-06-14 17:12:01,1,-73.965045,40.790452,-73.987751,40.706185,N,1725,36.75
id1010635,2,2016-03-15 13:43:09,2016-03-15 14:06:00,5,-73.994315,40.769224,-74.001562,40.705336,N,1371,28.41
id1010636,2,2016-06-09 19:07:36,2016-06-09 19:31:34,1,-73.971334,40.676765,-74.012188,40.714724,N,1438,23.99
id1010637,1,2016-05-26 16:23:52,2016-05-26 17:08:47,1,-73.870969,40.775971,-73.964408,40.768955,N,2695,38.04
id1010638,2,2016-05-26 11:01:39,2016-05-26 11:18:26,2,-74.008664,40.745667,-73.960442,40.775389,N,1007,20.53
id1010639,2,2016-05-03 06:20:15,2016-05-03 06:42:31,1,-73.972132,40.791547,-73.91292,40.804187,N,1336,22.96
id1010640,2,2016-05-09 21:03:17,2016-05-09 21:27:24,1,-73.96668,40.776938,-73.95409,40.679885,N,1447,36.6
id1010641,1,2016-02-18 08:15:44,2016-02-18 08:42:19,3,-73.873915,40.778242,-73.958411,40.786963,N,1595,30.27
id1010642,2,2016-01-06 00:48:13,2016-01-06 01:13:16,1,-73.773048,40.62374,-73.948585,40.704449,N,1503,76.01
id1010643,2,2016-03-11 11:46:22,2016-03-11 12:11:37,6,-73.966977,40.722099,-73.76759,40.64248,N,1515,70.34
id1010644,2,2016-01-27 02:08:11,2016-01-27 02:24:37,1,-73.950627,40.794404,-74.037874,40.773669,N,986,28.39
id1010645,1,2016-05-09 23:04:17,2016-05-09 23:22:26,2,-74.000791,40.764901,-73.974834,40.633523,N,1089,41.8
id1010646,2,2016-02-22 07:30:41,2016-02-22 07:44:03,4,-74.002235,40.701857,-73.983321,40.70883,N,802,14.7
id1010647,1,2016-06-10 17:27:24,2016-06-10 18:16:03,2,-73.777752,40.641831,-73.946966,40.833551,N,2919,98.55
id1010648,1,2016-03-06 18:57:21,2016-03-06 19:42:15,1,-73.977663,40.787315,-73.790127,40.641903,N,2694,93.72
id1010649,2,2016-01-05 12:34:42,2016-01-05 12:51:21,1,-73.949029,40.765239,-74.008898,40.763591,N,999,20.5
id1010650,2,2016-04-05 11:59:26,2016-04-05 12:29:29,1,-73.969631,40.835897,-73.975955,40.706831,N,1803,47.28
id1010651,1,2016-03-27 08:58:06,2016-03-27 09:21:10,1,-74.008604,40.727307,-73.950617,40.756987,N,1384,25.02
id1010652,1,2016-04-23 05:16:53,2016-04-23 05:41:08,1,-73.782602,40.63395,-74.003136,40.703757,N,1455,80.22
id1010653,2,2016-03-10 07:54:08,2016-03-10 08:11:47,1,-73.989335,40.749784,-73.996296,40.775935,N,1059,17.52
id1010654,1,2016-03-08 20:01:57,2016-03-08 20:21:01,5,-73.999048,40.743804,-73.987281,40.790461,N,1144,22.29
id1010655,2,2016-05-28 03:26:52,2016-05-28 03:46:52,1,-74.00696,40.775154,-73.878988,40.770801,N,1200,34.61
id1010656,2,2016-01-04 06:17:18,2016-01-04 06:36:41,1,-74.008024,40.803378,-73.878941,40.772475,N,1163,35.21
id1010657,1,2016-05-21 18:41:31,2016-05-21 19:03:19,3,-73.783663,40.65503,-73.97163,40.745749,N,1308,72.81
id1010658,1,2016-06-04 04:50:08,2016-06-04 04:55:03,2,-74.020276,40.706717,-74.003205,40.715689,N,295,10.73
id1010659,2,2016-06-17 10:32:39,2016-06-17 10:49:14,1,-74.010059,40.721124,-74.003184,40.754033,N,995,19.41
id1010660,2,2016-05-02 22:20:34,2016-05-02 22:33:00,2,-73.996285,40.783608,-73.944565,40.776473,N,746,18.79
id1010661,2,2016-05-04 04:01:35,2016-05-04 04:15:03,1,-73.942285,40.812096,-74.041739,40.736517,N,808,36.28
id1010662,1,2016-01-11 18:37:20,2016-01-11 19:20:41,1,-73.920465,40.800389,-74.057243,40.732587,N,2601,50.85
id1010663,1,2016-06-24 10:02:26,2016-06-24 10:58:41,1,-73.772164,40.646261,-73.948077,40.784592,N,3375,95.1
id1010664,2,2016-02-08 17:26:13,2016-02-08 17:41:21,1,-73.965839,40.734139,-73.978039,40.703293,N,908,17.81
id1010665,2,2016-06-30 05:32:24,2016-06-30 05:53:06,4,-73.934487,40.764761,-74.02608,40.760496,N,1242,28.37
id1010666,2,2016-04-16 05:05:00,2016-04-16 05:12:45,1,-73.96604,40.731864,-73.995322,40.750307,N,465,15.1
id1010667,2,2016-04-24 18:12:34,2016-04-24 18:32:36,5,-74.003176,40.745581,-73.949655,40.78142,N,1202,24.44
id1010668,2,2016-01-18 19:14:14,2016-01-18 20:10:02,1,-73.968316,40.729006,-74.017543,40.788178,N,3348,41.41
id1010669,1,2016-01-07 18:00:51,2016-01-07 18:26:41,2,-73.979093,40.734361,-73.992015,40.70129,N,1550,22.02
id1010670,2,2016-04-15 03:59:14,2016-04-15 04:17:37,2,-73.95857,40.739909,-73.876353,40.773835,N,1103,28.92
id1010671,2,2016-02-19 01:40:20,2016-02-19 02:06:59,3,-73.777894,40.643725,-73.96595,40.724563,N,1599,69.82
id1010672,1,2016-04-02 04:53:31,2016-04-02 05:24:43,1,-73.96261,40.758678,-73.768353,40.628413,N,1872,79.52
id1010673,1,2016-02-18 13:01:31,2016-02-18 13:34:23,1,-73.777301,40.628148,-73.977995,40.760674,N,1972,81.9
id1010674,1,2016-04-10 20:20:58,2016-04-10 20:28:42,1,-73.983506,40.760535,-74.00272,40.751712,N,464,12.94
id1010675,1,2016-05-21 03:30:29,2016-05-21 03:42:20,1,-73.997012,40.703907,-73.986655,40.770093,N,711,24.8
id1010676,2,2016-02-27 16:30:36,2016-02-27 17:14:00,2,-74.014662,40.688773,-73.782077,40.637336,N,2604,81.16
id1010677,2,2016-05-07 18:26:24,2016-05-07 19:06:44,1,-73.773679,40.64596,-74.028918,40.700024,N,2420,81.35
id1010678,2,2016-01-17 11:25:58,2016-01-17 11:38:47,1,-74.01587,40.757908,-73.948581,40.780856,N,769,23.36
id1010679,2,2016-02-14 07:18:28,2016-02-14 07:36:02,1,-74.000296,40.698072,-74.043443,40.731438,N,1054,20.58
id1010680,1,2016-04-15 05:48:56,2016-04-15 06:05:13,1,-74.031892,40.719731,-73.955683,40.810028,N,977,36.6
id1010681,2,2016-02-02 00:01:46,2016-02-02 00:15:11,1,-73.87012,40.772193,-74.001519,40.736591,N,805,34.31
id1010682,1,2016-05-23 22:26:45,2016-05-23 23:03:42,1,-73.803065,40.638934,-73.993365,40.661114,Y,2217,74.98
id1010683,2,2016-02-28 02:16:58,2016-02-28 02:35:35,3,-73.886702,40.787159,-74.019678,40.741784,N,1117,37.29
id1010684,1,2016-05-17 04:43:46,2016-05-17 04:52:23,1,-73.963837,40.780718,-73.95161,40.75685,N,517,13.26
id1010685,2,2016-02-04 08:23:54,2016-02-04 08:47:56,1,-74.007733,40.723754,-73.974897,40.774145,N,1442,27.96
id1010686,1,2016-04-20 12:31:18,2016-04-20 13:02:31,1,-73.780121,40.637123,-73.964379,40.735563,N,1873,74.57
id1010687,2,2016-06-26 09:35:04,2016-06-26 10:13:54,1,-73.868943,40.777972,-73.782321,40.632822,N,2330,77.43
id1010688,1,2016-02-09 20:00:26,2016-02-09 20:15:14,1,-73.992215,40.698825,-73.996116,40.728314,N,888,16.82
id1010689,1,2016-01-25 20:26:41,2016-01-25 21:08:02,1,-73.874382,40.808698,-73.967805,40.660733,N,2481,57.97
id1010690,2,2016-02-04 12:36:33,2016-02-04 13:19:11,1,-73.873692,40.774013,-74.007845,40.738551,N,2558,45.7
id1010691,2,2016-03-31 03:28:25,2016-03-31 03:51:55,1,-73.990379,40.700199,-73.776233,40.648054,N,1410,78.72
id1010692,1,2016-06-05 07:38:26,2016-06-05 07:52:07,5,-74.002072,40.778761,-73.979413,40.744275,N,821,19.07
id1010693,2,2016-04-09 19:32:27,2016-04-09 19:40:49,1,-73.996438,40.769583,-73.980358,40.789161,N,502,12.66
id1010694,2,2016-02-10 10:11:43,2016-02-10 10:59:26,1,-73.784667,40.622962,-73.969413,40.768889,N,2863,95.69
id1010695,2,2016-05-14 20:49:42,2016-05-14 21:02:02,1,-73.987702,40.792484,-74.002727,40.754001,N,740,17.82
id1010696,1,2016-04-15 13:07:30,2016-04-15 13:29:45,3,-74.004982,40.72424,-74.061226,40.694379,N,1335,24.78
id1010697,1,2016-03-23 21:33:20,2016-03-23 22:16:09,1,-73.942078,40.803181,-73.783704,40.625842,N,2569,96.65
id1010698,2,2016-04-26 18:09:39,2016-04-26 18:48:17,1,-73.87158,40.775703,-73.998745,40.731324,N,2318,44.07
id1010699,1,2016-03-27 21:09:01,2016-03-27 21:30:41,5,-73.864643,40.766442,-74.004576,40.726661,N,1300,39.85
id1010700,1,2016-03-24 08:39:08,2016-03-24 09:40:13,1,-73.767275,40.630708,-74.007408,40.716683,N,3665,96.53
id1010701,2,2016-06-10 01:15:47,2016-06-10 01:28:05,6,-74.008274,40.74343,-73.978038,40.810245,N,738,24.99
id1010702,1,2016-03-26 06:26:51,2016-03-26 06:43:21,1,-73.987585,40.725454,-74.02337,40.765961,N,990,21.44
id1010703,2,2016-04-10 04:38:32,2016-04-10 04:42:49,1,-73.998546,40.746196,-73.998021,40.734087,N,257,9.63
id1010704,1,2016-03-30 10:04:14,2016-03-30 10:15:00,1,-73.996356,40.749343,-73.978733,40.737368,N,646,13.68
id1010705,2,2016-03-27 11:28:59,2016-03-27 11:46:47,5,-74.023565,40.687774,-73.95629,40.671582,N,1068,23.25
id1010706,1,2016-01-23 04:37:16,2016-01-23 05:03:52,2,-73.940311,40.835663,-74.021893,40.702212,N,1596,49.05
id1010707,1,2016-06-15 06:27:37,2016-06-15 06:56:10,1,-74.016628,40.723694,-73.967198,40.781429,N,1713,31.2
id1010708,2,2016-01-14 13:05:17,2016-01-14 13:23:52,1,-73.953425,40.787101,-73.99434,40.721742,N,1115,28.18
id1010709,2,2016-05-19 01:32:56,2016-05-19 01:44:12,1,-73.95862,40.764489,-74.007281,40.770564,N,676,18.06
id1010710,1,2016-05-17 02:39:31,2016-05-17 02:50:56,1,-73.867081,40.778921,-73.969113,40.783254,N,685,29.03
id1010711,2,2016-01-22 07:53:53,2016-01-22 08:06:29,2,-74.002075,40.744804,-73.978095,40.766109,N,756,16.25
id1010712,2,2016-05-08 15:29:17,2016-05-08 16:04:13,2,-74.019646,40.686888,-73.908089,40.768775,N,2096,44.35
id1010713,1,2016-01-09 14:58:21,2016-01-09 15:20:48,1,-73.97036,40.780334,-74.030219,40.687749,N,1347,35.57
id1010714,1,2016-03-14 07:59:36,2016-03-14 08:13:14,6,-73.995158,40.795776,-73.988775,40.770625,N,818,16.29
id1010715,1,2016-05-17 11:42:05,2016-05-17 11:48:54,1,-73.965957,40.755895,-73.984236,40.756114,N,409,10.15
id1010716,1,2016-02-14 19:07:13,2016-02-14 19:31:45,5,-74.022784,40.715695,-73.983024,40.795441,N,1472,33.9
id1010717,1,2016-03-20 17:33:51,2016-03-20 18:03:19,1,-73.796466,40.644154,-73.939548,40.764716,N,1768,70.81
id1010718,2,2016-01-24 05:38:13,2016-01-24 05:54:36,1,-73.974609,40.738469,-73.993166,40.790677,N,983,23.5
id1010719,2,2016-05-25 12:18:28,2016-05-25 13:01:18,2,-74.014562,40.683319,-73.783684,40.654406,N,2570,79.36
id1010720,1,2016-06-24 16:10:51,2016-06-24 16:34:18,1,-73.962006,40.77613,-73.967918,40.740558,N,1407,21.72
id1010721,1,2016-06-06 02:40:45,2016-06-06 02:50:01,2,-73.966245,40.733102,-74.005562,40.764582,N,556,18.51
id1010722,2,2016-04-05 03:52:15,2016-04-05 03:57:04,2,-74.005224,40.736137,-73.980338,40.726601,N,289,12.96
id1010723,2,2016-05-11 16:06:07,2016-05-11 16:28:03,1,-73.955039,40.747689,-73.984339,40.759955,N,1316,19.47
id1010724,1,2016-03-26 08:35:27,2016-03-26 08:51:48,1,-73.962687,40.83069,-73.972699,40.758781,N,981,27.79
id1010725,1,2016-04-17 17:55:22,2016-04-17 18:24:01,5,-73.915703,40.815013,-74.009286,40.701834,N,1719,45.8
id1010726,2,2016-05-16 02:11:09,2016-05-16 02:19:12,1,-73.933659,40.762072,-73.973563,40.752553,N,483,14.56
id1010727,2,2016-06-21 17:42:31,2016-06-21 18:21:13,1,-73.987344,40.798961,-74.0088,40.698705,N,2322,42.45
id1010728,2,2016-06-10 16:18:54,2016-06-10 17:42:19,2,-73.761204,40.638634,-73.996727,40.76107,N,5005,107.79
id1010729,2,2016-04-17 19:33:23,2016-04-17 20:01:19,2,-73.872865,40.77131,-73.977857,40.727392,N,1676,34.43
id1010730,2,2016-04-09 03:04:04,2016-04-09 03:09:18,1,-74.002291,40.719803,-74.025329,40.730571,N,314,10.86
id1010731,1,2016-06-26 09:17:56,2016-06-26 09:40:44,1,-73.96201,40.759172,-73.989745,40.693569,N,1368,29.51
id1010732,1,2016-02-17 00:59:17,2016-02-17 01:11:28,1,-73.955801,40.778632,-73.928466,40.754864,N,731,15.84
id1010733,1,2016-06-13 22:57:29,2016-06-13 23:17:31,2,-73.951498,40.833869,-73.984083,40.749504,N,1202,33.92
id1010734,2,2016-03-08 09:26:38,2016-03-08 09:57:19,1,-74.04983,40.755251,-73.974989,40.778576,N,1841,30.08
id1010735,1,2016-03-25 01:12:21,2016-03-25 01:24:51,1,-74.026567,40.727905,-73.991735,40.770778,N,750,21.4
id1010736,2,2016-02-27 07:26:10,2016-02-27 07:31:45,3,-74.003246,40.729432,-74.010332,40.73895,N,335,9.3
id1010737,1,2016-01-17 00:32:00,2016-01-17 00:42:21,1,-74.004468,40.782826,-73.950195,40.785877,N,621,17.27
id1010738,2,2016-05-06 23:52:27,2016-05-06 23:57:39,1,-73.978916,40.75791,-73.977388,40.739294,N,312,12.74
id1010739,2,2016-03-15 17:27:44,2016-03-15 17:50:27,1,-74.042453,40.725267,-73.999683,40.753737,N,1363,25.42
id1010740,1,2016-04-13 19:03:43,2016-04-13 19:26:33,1,-74.016793,40.672292,-73.995776,40.757117,N,1370,32.99
id1010741,2,2016-05-10 19:40:33,2016-05-10 21:00:46,1,-73.77373,40.638504,-73.991289,40.772689,N,4813,108.86
id1010742,1,2016-05-30 21:54:50,2016-05-30 22:23:37,1,-73.964657,40.7433,-73.780411,40.642648,N,1727,72.9
id1010743,1,2016-03-01 13:32:55,2016-03-01 14:23:21,1,-73.783929,40.633579,-74.001482,40.753564,N,3026,87.37
id1010744,2,2016-06-07 22:53:19,2016-06-07 23:26:43,1,-73.772574,40.649385,-73.962435,40.742711,N,2004,78.77
id1010745,2,2016-03-29 19:44:00,2016-03-29 20:26:05,2,-74.055609,40.697029,-73.967464,40.767552,N,2525,44.71
id1010746,1,2016-06-05 04:51:59,2016-06-05 05:04:04,1,-74.004138,40.67206,-74.010681,40.750936,N,725,28.04
id1010747,2,2016-03-23 06:27:49,2016-03-23 06:55:49,1,-73.865707,40.774447,-73.935854,40.673968,N,1680,41.75
id1010748,2,2016-06-20 13:31:53,2016-06-20 13:59:15,2,-73.999718,40.749517,-73.908612,40.804429,N,1642,34.37
id1010749,2,2016-01-01 09:54:43,2016-01-01 10:07:17,1,-73.98603,40.736719,-74.018951,40.73116,N,754,15.68
id1010750,2,2016-03-04 16:34:11,2016-03-04 16:50:38,1,-74.036508,40.740007,-73.990037,40.728287,N,987,20.1
id1010751,1,2016-04-25 14:05:41,2016-04-25 14:25:58,1,-73.947691,40.749926,-74.01176,40.721344,N,1217,25.34
id1010752,2,2016-05-10 07:55:06,2016-05-10 08:43:01,1,-73.922299,40.811973,-74.030028,40.713082,N,2875,53.47
id1010753,1,2016-03-06 19:55:06,2016-03-06 20:32:51,2,-73.971482,40.75081,-74.040477,40.702861,N,2265,33.68
id1010754,2,2016-06-23 04:43:41,2016-06-23 04:54:42,1,-73.935699,40.755487,-73.997809,40.743659,N,661,20.01
id1010755,1,2016-06-14 01:22:37,2016-06-14 01:33:55,1,-74.008963,40.719235,-73.966895,40.758365,N,678,21.91
id1010756,2,2016-03-15 10:00:17,2016-03-15 10:36:43,1,-73.868671,40.778921,-74.018198,40.747251,N,2186,45.51
id1010757,1,2016-01-22 08:37:20,2016-01-22 08:59:03,1,-73.993894,40.72146,-73.988651,40.746462,N,1303,20.08
id1010758,2,2016-06-19 14:55:10,2016-06-19 15:22:17,1,-73.988586,40.665442,-74.015552,40.730591,N,1627,29.86
id1010759,2,2016-05-12 08:54:54,2016-05-12 09:44:01,2,-74.00767,40.677888,-73.877604,40.775821,N,2947,55.04
id1010760,2,2016-04-23 03:47:24,2016-04-23 04:00:32,1,-73.967999,40.780513,-73.992648,40.758149,N,788,16.12
id1010761,2,2016-04-13 21:26:31,2016-04-13 22:25:35,1,-73.923669,40.786998,-73.772501,40.634883,N,3544,90.62
id1010762,1,2016-05-16 09:12:43,2016-05-16 09:31:24,1,-73.960661,40.774173,-74.00328,40.777895,N,1121,19.99
id1010763,1,2016-05-31 10:06:28,2016-05-31 11:15:02,1,-73.775373,40.640867,-73.993965,40.78243,N,4114,96.32
id1010764,2,2016-01-25 02:35:57,2016-01-25 02:42:16,2,-73.959196,40.80124,-73.95485,40.782808,N,379,12.34
id1010765,1,2016-03-11 09:51:33,2016-03-11 10:13:40,1,-73.979074,40.763863,-74.003111,40.786546,N,1327,21.4
id1010766,2,2016-01-01 14:26:56,2016-01-01 14:49:10,1,-74.0312,40.747529,-73.968739,40.678406,N,1334,33.48
id1010767,1,2016-01-27 16:20:06,2016-01-27 16:39:34,1,-74.010915,40.726118,-73.955375,40.714982,N,1168,21.81
id1010768,1,2016-02-20 10:42:11,2016-02-20 11:22:55,1,-73.779827,40.6343,-73.996937,40.750413,N,2444,89.15
id1010769,2,2016-02-13 22:31:03,2016-02-13 23:00:29,1,-73.787759,40.653648,-73.962657,40.748356,N,1766,70.97
id1010770,1,2016-05-18 18:18:49,2016-05-18 18:33:50,1,-73.964414,40.778163,-74.001081,40.78597,N,901,16.82
id1010771,1,2016-04-07 14:09:52,2016-04-07 14:30:36,1,-73.979863,40.752146,-74.026324,40.682931,N,1244,31.12
id1010772,1,2016-05-28 03:51:55,2016-05-28 04:04:19,2,-74.056106,40.709371,-73.952271,40.738883,N,744,28.85
id1010773,2,2016-03-25 07:36:09,2016-03-25 08:25:22,1,-74.004773,40.715083,-73.777841,40.626782,N,2953,84.64
id1010774,2,2016-01-09 21:58:17,2016-01-09 22:06:20,1,-73.959971,40.754543,-73.981453,40.758164,N,483,11.58
id1010775,1,2016-01-12 07:12:29,2016-01-12 07:45:45,1,-73.997416,40.78438,-74.019851,40.694229,N,1996,39.71
id1010776,2,2016-04-28 04:18:24,2016-04-28 04:32:19,1,-73.881173,40.773129,-74.004655,40.797494,N,835,32.5
id1010777,2,2016-03-29 17:02:14,2016-03-29 17:37:29,1,-74.032204,40.685654,-73.778261,40.655221,N,2115,84.1
id1010778,1,2016-01-09 09:16:43,2016-01-09 09:44:02,1,-73.962804,40.77231,-73.918416,40.712015,N,1639,30.14
id1010779,1,2016-02-12 10:43:23,2016-02-12 11:21:16,5,-74.02207,40.726246,-73.993517,40.790704,N,2273,35.76
id1010780,2,2016-05-25 15:01:01,2016-05-25 15:18:48,1,-74.03547,40.730964,-73.964328,40.742363,N,1067,23.44
id1010781,1,2016-04-17 18:41:46,2016-04-17 19:04:49,1,-73.929358,40.780504,-73.971184,40.735238,N,1383,26.4
id1010782,2,2016-06-02 19:23:20,2016-06-02 19:34:12,5,-73.981423,40.745323,-74.011617,40.731769,N,652,15.74
id1010783,1,2016-04-28 13:50:39,2016-04-28 14:29:16,1,-73.995983,40.757118,-73.777474,40.65203,N,2317,83.98
id1010784,2,2016-05-25 03:11:32,2016-05-25 03:24:54,2,-73.891525,40.811897,-73.991621,40.793984,N,802,27.63
id1010785,1,2016-01-29 11:04:44,2016-01-29 11:38:38,1,-73.87208,40.760763,-74.001114,40.663055,N,2034,48.5
id1010786,1,2016-06-05 18:19:45,2016-06-05 18:34:14,2,-73.967965,40.759255,-73.996304,40.73708,N,869,16.58
id1010787,1,2016-03-21 17:52:27,2016-03-21 18:33:50,1,-73.98114,40.768208,-73.890757,40.782567,N,2483,36.84
id1010788,2,2016-04-21 17:49:03,2016-04-21 18:25:51,1,-73.996073,40.752587,-73.998523,40.69481,N,2208,31.24
id1010789,2,2016-01-05 22:56:16,2016-01-05 23:11:55,1,-73.988292,40.751829,-73.981622,40.792873,N,939,19.81
id1010790,2,2016-01-25 20:17:36,2016-01-25 20:30:25,5,-73.972398,40.719671,-73.985204,40.683252,N,769,17.55
id1010791,1,2016-05-22 01:32:40,2016-05-22 02:04:52,1,-73.764649,40.633588,-73.964797,40.728632,N,1932,80.44
id1010792,1,2016-02-16 15:31:29,2016-02-16 16:10:12,3,-74.018884,40.697108,-73.955028,40.749496,N,2323,35.75
id1010793,2,2016-01-22 13:04:05,2016-01-22 13:22:54,1,-73.971302,40.700273,-73.979946,40.797211,N,1129,33.64
id1010794,2,2016-01-10 10:04:04,2016-01-10 10:42:43,1,-74.014998,40.743763,-73.993992,40.807379,N,2319,33.72
id1010795,1,2016-03-28 23:46:40,2016-03-28 23:53:53,1,-73.999894,40.699797,-73.997963,40.680223,N,433,11.85
id1010796,1,2016-03-10 18:35:57,2016-03-10 19:07:41,1,-73.949426,40.788985,-73.873878,40.787845,N,1904,29.58
id1010797,1,2016-04-25 08:57:54,2016-04-25 09:25:48,6,-73.985029,40.736559,-74.007903,40.648577,N,1674,37.45
id1010798,2,2016-03-10 07:49:50,2016-03-10 08:11:32,3,-74.001435,40.673688,-74.001025,40.723175,N,1302,24.65
id1010799,2,2016-04-06 03:36:59,2016-04-06 03:41:49,2,-73.877721,40.779972,-73.880693,40.770219,N,290,9.02
id1010800,1,2016-05-29 07:44:08,2016-05-29 08:20:14,5,-73.975821,40.757022,-73.780964,40.644977,N,2166,78.09
id1010801,1,2016-06-09 21:59:13,2016-06-09 22:41:43,1,-73.984297,40.730531,-73.779555,40.631299,N,2550,87.18
id1010802,2,2016-05-02 16:23:50,2016-05-02 16:45:28,1,-74.016282,40.744812,-73.990968,40.766143,N,1298,20.52
id1010803,2,2016-05-14 02:30:50,2016-05-14 02:40:17,1,-73.972431,40.742115,-73.979956,40.709325,N,567,16.6
id1010804,1,2016-01-06 21:04:53,2016-01-06 21:20:19,1,-74.024801,40.70828,-73.991329,40.707913,N,926,16.26
id1010805,1,2016-01-07 15:58:03,2016-01-07 16:34:57,5,-73.993429,40.720563,-73.78744,40.644167,N,2214,84.0
id1010806,2,2016-01-12 11:29:03,2016-01-12 11:58:09,1,-73.9918,40.801247,-74.02605,40.681962,N,1746,43.74
id1010807,2,2016-04-14 05:06:06,2016-04-14 05:36:44,1,-73.972322,40.749805,-73.776165,40.646255,N,1838,84.06
id1010808,1,2016-02-29 19:10:45,2016-02-29 19:31:12,1,-73.968705,40.739612,-73.951006,40.684168,N,1227,26.79
id1010809,2,2016-03-02 08:21:44,2016-03-02 08:34:05,1,-74.035562,40.704443,-74.015127,40.684814,N,741,16.4
id1010810,2,2016-03-26 05:17:37,2016-03-26 05:52:29,1,-73.986917,40.799763,-73.788764,40.646736,N,2092,91.57
id1010811,2,2016-03-10 15:38:18,2016-03-10 15:52:52,1,-74.036522,40.715147,-74.004582,40.7015,N,874,16.81
id1010812,2,2016-06-07 13:10:01,2016-06-07 13:31:21,1,-74.020119,40.752291,-73.972052,40.776827,N,1280,22.19
id1010813,2,2016-02-16 19:18:58,2016-02-16 20:05:06,2,-73.970161,40.786609,-73.9726,40.718586,N,2768,37.87
