TransactionID,Item
T0694,Mousepad
T0694,Laptop
T0694,Mouse
T0694,Beer
T0694,Diapers
T0695,Sugar
T0695,Olive Oil
T0695,Pasta
T0695,Garlic
T0695,Coffee
T0695,Keyboard
T0695,Diapers
T0696,Garlic
T0696,Yogurt
T0696,Pasta
T0696,Olive Oil
T0697,Mousepad
T0697,Laptop
T0697,Butter
T0697,Milk
T0697,Bread
T0697,Mouse
T0697,Pasta
T0697,Beer
T0697,Garlic
T0697,Diapers
T0698,Milk
T0698,Mouse
T0698,Soda
T0698,Laptop
T0699,Apples
T0699,Salsa
T0699,Butter
T0700,Sugar
T0700,Olive Oil
T0700,Mouse
T0700,Pasta
T0700,Beer
T0700,Coffee
T0700,Keyboard
T0700,Apples
T0700,Diapers
T0701,Eggs
T0702,Sugar
T0702,Tea
T0702,Butter
T0702,Bread
T0702,Tomato Sauce
T0702,Beer
T0702,Coffee
T0703,Mousepad
T0703,Laptop
T0703,Olive Oil
T0703,Chips
T0703,Mouse
T0703,Pasta
T0703,Beer
T0703,Garlic
T0703,Diapers
T0704,Laptop
T0704,Butter
T0704,Mouse
T0704,Milk
T0704,Bread
T0705,Oranges
T0705,Diapers
T0705,Tea
T0706,Coffee
T0707,Cookies
T0707,Mousepad
T0708,Yogurt
T0708,Tea
T0708,Butter
T0709,Sugar
T0709,Tea
T0710,Mouse
T0710,Salsa
T0710,Beer
T0710,Paper Towels
T0710,Diapers
T0711,Bananas
T0712,Mousepad
T0712,Olive Oil
T0712,Headphones
T0712,Pasta
T0712,Garlic
T0712,Coffee
T0713,Sugar
T0713,Coffee
T0713,Olive Oil
T0713,Pasta
T0714,Sugar
T0714,Butter
T0714,Bananas
T0714,Milk
T0714,Bread
T0714,Coffee
T0715,Garlic
T0715,Coffee
T0715,Salsa
T0716,Milk
T0716,Bread
T0716,Butter
T0717,Mousepad
T0717,Olive Oil
T0717,Laptop
T0717,Mouse
T0717,Pasta
T0717,Garlic
T0717,Paper Towels
T0718,Sugar
T0718,Olive Oil
T0718,Pasta
T0718,Salsa
T0718,Garlic
T0718,Coffee
T0719,Sugar
T0720,Olive Oil
T0720,Pasta
T0720,Oranges
T0720,Beer
T0720,Garlic
T0720,Diapers
T0721,Coffee
T0721,Sugar
T0721,Napkins
T0721,Diapers
T0722,Cereal
T0722,Bread
T0722,Butter
T0723,Mouse
T0723,Mousepad
T0723,Laptop
T0724,Mousepad
T0724,Laptop
T0724,Butter
T0724,Milk
T0724,Bread
T0724,Mouse
T0724,Garlic
T0724,Coffee
T0724,Diapers
T0725,Olive Oil
T0726,Beer
T0726,Diapers
T0727,Tomato Sauce
T0728,Cereal
T0728,Butter
T0728,Bananas
T0728,Milk
T0728,Bread
T0729,Sugar
T0729,Butter
T0729,Milk
T0729,Bread
T0729,Coffee
T0729,Diapers
T0730,Mousepad
T0730,Laptop
T0730,Headphones
T0730,Mouse
T0730,Yogurt
T0731,Sugar
T0731,Olive Oil
T0731,Eggs
T0731,Pasta
T0731,Garlic
T0731,Coffee
T0732,Mousepad
T0732,Sugar
T0732,Laptop
T0732,Mouse
T0732,Milk
T0732,Tomato Sauce
T0733,Coffee
T0734,Paper Towels
T0734,Sugar
T0734,Coffee
T0735,Cereal
T0735,Garlic
T0735,Pasta
T0735,Olive Oil
T0736,Olive Oil
T0736,Butter
T0736,Mouse
T0736,Milk
T0736,Bread
T0737,Sugar
T0737,Olive Oil
T0737,Pasta
T0737,Beer
T0737,Garlic
T0737,Coffee
T0737,Diapers
T0738,Mousepad
T0738,Laptop
T0738,Mouse
T0738,Beer
T0738,Keyboard
T0738,Diapers
T0739,Sugar
T0739,Olive Oil
T0739,Pasta
T0739,Garlic
T0739,Napkins
T0739,Coffee
T0740,Olive Oil
T0740,Butter
T0740,Bread
T0740,Pasta
T0740,Beer
T0740,Garlic
T0740,Diapers
T0741,Laptop
T0742,Laptop
T0742,Butter
T0742,Milk
T0742,Bread
T0742,Soda
T0742,Napkins
T0743,Mousepad
T0743,Sugar
T0743,Laptop
T0743,Mouse
T0743,Coffee
T0744,Garlic
T0744,Mousepad
T0744,Pasta
T0744,Olive Oil
T0745,Sugar
T0745,Olive Oil
T0745,Tomato Sauce
T0745,Pasta
T0745,Beer
T0745,Garlic
T0745,Coffee
T0745,Diapers
T0746,Sugar
T0746,Coffee
T0747,Laptop
T0747,Olive Oil
T0747,Mouse
T0747,Yogurt
T0747,Soda
T0747,Pasta
T0747,Beer
T0747,Garlic
T0747,Diapers
T0748,Milk
T0748,Bread
T0748,Napkins
T0748,Butter
T0749,Mousepad
T0749,Laptop
T0749,Butter
T0749,Olive Oil
T0749,Tea
T0749,Mouse
T0749,Milk
T0749,Bread
T0749,Pasta
T0749,Garlic
T0750,Garlic
T0750,Sugar
T0750,Pasta
T0750,Olive Oil
T0751,Mousepad
T0751,Sugar
T0751,Laptop
T0751,Olive Oil
T0751,Mouse
T0751,Pasta
T0751,Garlic
T0751,Coffee
T0752,Mousepad
T0752,Sugar
T0752,Laptop
T0752,Olive Oil
T0752,Mouse
T0752,Pasta
T0752,Garlic
T0752,Coffee
T0753,Coffee
T0753,Sugar
T0753,Diapers
T0754,Headphones
T0755,Laptop
T0755,Mouse
T0755,Yogurt
T0755,Beer
T0755,Diapers
T0756,Bread
T0756,Beer
T0756,Diapers
T0756,Butter
T0757,Sugar
T0757,Olive Oil
T0757,Tea
T0757,Pasta
T0757,Beer
T0757,Garlic
T0757,Coffee
T0757,Diapers
T0758,Sugar
T0758,Coffee
T0759,Sugar
T0759,Butter
T0759,Milk
T0759,Bread
T0759,Soda
T0759,Coffee
T0759,Apples
T0760,Mousepad
T0760,Olive Oil
T0760,Chips
T0760,Pasta
T0760,Garlic
T0761,Cereal
T0761,Sugar
T0761,Butter
T0761,Milk
T0761,Bread
T0761,Salsa
T0761,Coffee
T0761,Diapers
T0762,Sugar
T0762,Mousepad
T0762,Laptop
T0762,Mouse
T0762,Bread
T0762,Garlic
T0763,Mousepad
T0763,Laptop
T0763,Butter
T0763,Chips
T0763,Mouse
T0764,Butter
T0764,Milk
T0764,Bread
T0764,Soda
T0764,Cookies
T0765,Mouse
T0765,Mousepad
T0765,Laptop
T0766,Mousepad
T0766,Sugar
T0766,Laptop
T0766,Butter
T0766,Olive Oil
T0766,Mouse
T0766,Milk
T0766,Bread
T0767,Tea
T0767,Butter
T0767,Chips
T0767,Milk
T0767,Bread
T0768,Paper Towels
T0768,Coffee
T0768,Bread
T0769,Mousepad
T0769,Olive Oil
T0769,Laptop
T0769,Mouse
T0769,Pasta
T0769,Garlic
T0770,Cereal
T0770,Sugar
T0770,Coffee
T0771,Sugar
T0771,Laptop
T0771,Olive Oil
T0771,Pasta
T0771,Cheese
T0772,Olive Oil
T0772,Pasta
T0772,Beer
T0772,Garlic
T0772,Diapers
T0773,Sugar
T0773,Butter
T0773,Milk
T0773,Bread
T0773,Salsa
T0773,Coffee
T0773,Apples
T0774,Chips
T0774,Tomato Sauce
T0775,Garlic
T0775,Eggs
T0775,Pasta
T0775,Olive Oil
T0776,Beer
T0776,Diapers
T0777,Apples
T0777,Soda
T0777,Coffee
T0778,Chips
T0778,Pasta
T0778,Olive Oil
T0779,Eggs
T0779,Headphones
T0779,Butter
T0779,Milk
T0779,Bread
T0779,Cheese
T0780,Garlic
T0780,Pasta
T0780,Olive Oil
T0781,Oranges
T0781,Garlic
T0781,Pasta
T0781,Olive Oil
T0782,Sugar
T0782,Butter
T0782,Eggs
T0782,Milk
T0782,Bread
T0782,Coffee
T0783,Garlic
T0783,Pasta
T0783,Olive Oil
T0784,Cookies
T0785,Cereal
T0785,Sugar
T0785,Coffee
T0785,Olive Oil
T0786,Olive Oil
T0786,Pasta
T0786,Beer
T0786,Garlic
T0786,Diapers
T0787,Sugar
T0787,Mousepad
T0787,Laptop
T0787,Butter
T0787,Eggs
T0787,Bread
T0787,Mouse
T0787,Coffee
T0787,Keyboard
T0788,Beer
T0788,Diapers
T0789,Paper Towels
T0789,Beer
T0789,Napkins
T0790,Mousepad
T0790,Laptop
T0790,Butter
T0790,Olive Oil
T0790,Tea
T0790,Eggs
T0790,Milk
T0790,Bread
T0790,Mouse
T0790,Pasta
T0790,Beer
T0790,Garlic
T0790,Diapers
T0791,Garlic
T0791,Pasta
T0791,Olive Oil
T0792,Cereal
T0792,Cheese
T0792,Diapers
T0793,Tea
T0793,Butter
T0793,Milk
T0793,Bread
T0793,Apples
T0793,Diapers
T0794,Apples
T0794,Diapers
T0794,Pasta
T0794,Cereal
T0795,Milk
T0796,Sugar
T0796,Mousepad
T0796,Laptop
T0796,Olive Oil
T0796,Mouse
T0796,Bread
T0796,Pasta
T0796,Oranges
T0796,Beer
T0796,Garlic
T0796,Coffee
T0796,Diapers
T0797,Oranges
T0797,Eggs
T0798,Beer
T0798,Mouse
T0798,Mousepad
T0798,Laptop
T0799,Mousepad
T0799,Olive Oil
T0799,Laptop
T0799,Tea
T0799,Mouse
T0799,Pasta
T0799,Garlic
T0799,Beer
T0800,Beer
